port,hits
37645.0,2
50998.0,22
24463.0,9
1343.0,12
33898.0,7
60256.0,8
11907.0,18
11644.0,17
58585.0,9
11709.0,18
7054.0,18
6359.0,20
55788.0,10
9993.0,65
33294.0,11
33296.0,6
33292.0,3
33306.0,7
33298.0,7
33308.0,8
33300.0,2
50257.0,5
5476.0,25
3833.0,19
65004.0,42
33592.0,8
47300.0,3
40301.0,6
31608.0,11
3344.0,48
32935.0,4
11706.0,16
11859.0,18
50722.0,8
50732.0,5
59587.0,10
42655.0,4
35790.0,8
59176.0,7
37702.0,6
51540.0,8
40454.0,18
10452.0,18
51886.0,3
18818.0,4
57692.0,6
51700.0,11
56428.0,2
13211.0,2
56434.0,6
47274.0,3
6538.0,19
51219.0,1
37274.0,8
37290.0,6
42526.0,9
41793.0,2
34204.0,3
8848.0,31
53930.0,6
41688.0,12
41686.0,6
41670.0,8
41684.0,5
41674.0,4
41672.0,8
56400.0,7
63732.0,8
35260.0,17
54280.0,6
8193.0,28
52842.0,4
11939.0,16
28716.0,6
50512.0,1
4419.0,12
36712.0,6
39182.0,10
34062.0,6
8065.0,32
12501.0,9
59554.0,2
59558.0,5
13212.0,2
59576.0,9
53016.0,7
53036.0,3
53026.0,8
39952.0,6
41014.0,5
11756.0,15
36045.0,1
1778.0,1
21967.0,1
40809.0,3
48107.0,4
8734.0,9
45518.0,5
27566.0,1
43526.0,3
44516.0,8
43732.0,12
46110.0,10
46432.0,8
51992.0,11
13213.0,2
25016.0,13
11936.0,16
19902.0,19
11640.0,15
11929.0,19
3596.0,33
5123.0,38
41429.0,2
12004.0,59
6513.0,73
55214.0,5
55238.0,3
55230.0,2
34032.0,5
11503.0,16
11614.0,17
57618.0,15
50246.0,6
8199.0,38
50160.0,12
59954.0,6
11997.0,14
59950.0,5
59940.0,9
59948.0,6
49950.0,13
13209.0,2
17755.0,2
11752.0,24
11552.0,19
11699.0,15
42462.0,5
42466.0,4
49324.0,8
39314.0,12
39310.0,12
1047.0,56
46180.0,7
11518.0,16
11714.0,17
25147.0,3
41204.0,10
41212.0,5
52734.0,4
6553.0,15
63595.0,6
58028.0,4
31900.0,5
11660.0,23
31902.0,2
31918.0,2
21524.0,2
17712.0,6
8846.0,28
44240.0,6
44216.0,6
25069.0,4
52060.0,7
42660.0,5
11751.0,16
11632.0,14
47890.0,5
28016.0,12
46796.0,3
12294.0,11
6539.0,21
2345.0,39
48108.0,2
11769.0,14
53872.0,8
53876.0,11
36234.0,9
53884.0,3
11986.0,16
11837.0,17
15722.0,2
11771.0,16
35140.0,9
11638.0,16
51130.0,3
20805.0,8
6243.0,18
38352.0,10
45114.0,4
5492.0,10
16042.0,8
51346.0,4
11571.0,12
39464.0,12
9520.0,26
52290.0,5
38642.0,7
38650.0,5
38660.0,10
38648.0,6
38652.0,10
38654.0,6
38644.0,7
38658.0,7
38662.0,9
11775.0,18
35280.0,7
35290.0,11
13205.0,2
54136.0,8
50756.0,4
46288.0,6
9750.0,21
1976.0,5
11758.0,18
46294.0,6
36004.0,12
11851.0,14
11656.0,24
55308.0,8
30701.0,9
42488.0,7
17689.0,26
6624.0,18
5929.0,29
39156.0,6
39146.0,6
39158.0,3
39142.0,12
39140.0,6
39154.0,9
61320.0,11
34346.0,4
46922.0,9
19907.0,2
52144.0,2
50198.0,9
64694.0,3
5474.0,21
41364.0,14
57783.0,12
11798.0,21
11984.0,18
60724.0,13
46162.0,7
7371.0,20
11603.0,20
46908.0,8
46912.0,7
5472.0,12
41108.0,8
9513.0,22
2218.0,6
11918.0,17
5181.0,46
11967.0,19
11748.0,17
46900.0,13
9154.0,37
12228.0,8
41295.0,13
32896.0,4
44452.0,2
50730.0,7
50738.0,5
4943.0,36
45556.0,5
52836.0,5
52840.0,5
52852.0,7
45736.0,6
11678.0,16
33614.0,6
3315.0,5
21973.0,6
60008.0,17
1985.0,21
31380.0,7
32834.0,7
47234.0,6
39466.0,8
39456.0,13
39462.0,9
39458.0,7
39450.0,5
11807.0,16
11953.0,18
11671.0,17
47332.0,6
47324.0,7
1410.0,6
53527.0,1
11856.0,14
40318.0,5
60254.0,2
11768.0,18
4524.0,48
3898.0,19
4744.0,33
11765.0,16
36716.0,4
42096.0,5
59050.0,3
52412.0,6
11787.0,14
12246.0,12
58192.0,16
53556.0,7
58198.0,10
50934.0,3
59752.0,6
11703.0,14
12133.0,20
40244.0,6
3464.0,4
38242.0,10
2311.0,8
11767.0,16
54154.0,6
5069.0,24
52280.0,3
40750.0,5
20852.0,2
49608.0,2
51906.0,8
51898.0,5
51908.0,7
51946.0,5
47522.0,14
29054.0,5
11629.0,15
2168.0,8
5622.0,23
46950.0,3
40932.0,5
8566.0,17
11774.0,18
51730.0,8
51740.0,11
51746.0,6
47822.0,6
65071.0,1
65149.0,4
47610.0,4
11895.0,12
40246.0,3
6994.0,11
39827.0,2
52100.0,7
38224.0,15
56270.0,5
22075.0,7
56274.0,7
56278.0,6
56276.0,5
56280.0,7
56264.0,3
56262.0,2
11624.0,18
56268.0,10
56266.0,4
11883.0,17
41760.0,5
41766.0,4
59562.0,4
41782.0,8
37934.0,7
11689.0,17
21230.0,11
11917.0,16
13206.0,2
50304.0,6
45350.0,14
50314.0,15
64218.0,1
11747.0,16
47762.0,7
11994.0,21
44694.0,5
42894.0,7
45688.0,9
1931.0,26
34672.0,7
43770.0,6
47564.0,7
42316.0,3
45598.0,12
11792.0,22
35460.0,3
13207.0,2
11740.0,44
6727.0,18
48302.0,10
39042.0,10
39048.0,6
54088.0,7
54092.0,7
38536.0,7
60362.0,8
43772.0,2
40948.0,3
11619.0,12
13208.0,6
8864.0,22
11710.0,16
58380.0,8
58412.0,3
6645.0,22
8311.0,23
44386.0,5
2233.0,32
1270.0,39
46846.0,5
13199.0,2
11763.0,17
11846.0,16
35338.0,5
43848.0,6
43856.0,5
53132.0,3
40273.0,5
60762.0,4
1858.0,8
44624.0,6
34120.0,10
48464.0,6
34256.0,5
34260.0,22
34268.0,5
34272.0,2
34264.0,8
34274.0,4
34262.0,6
34270.0,2
22698.0,2
37134.0,6
1820.0,3
13201.0,2
11702.0,16
4396.0,18
10205.0,32
11505.0,16
36286.0,3
53744.0,5
4543.0,41
55060.0,4
33320.0,9
41898.0,3
51090.0,17
32810.0,3
11672.0,16
11794.0,16
37580.0,6
37590.0,5
9252.0,30
11704.0,18
43720.0,8
39824.0,7
11755.0,16
11964.0,17
11732.0,17
58972.0,5
58976.0,5
58978.0,12
58970.0,5
58980.0,5
58982.0,6
4414.0,20
40402.0,7
55990.0,6
4133.0,18
52028.0,3
11739.0,17
52020.0,6
52038.0,8
60053.0,11
40331.0,2
11735.0,14
35082.0,10
11905.0,16
42532.0,8
33390.0,12
3098.0,6
54960.0,4
11579.0,17
42784.0,8
8117.0,119
11874.0,12
1969.0,12
6390.0,24
11736.0,21
11548.0,18
2003.0,83
3894.0,19
11947.0,14
11887.0,17
57988.0,6
58038.0,3
58364.0,8
58350.0,9
58358.0,5
58356.0,4
58360.0,7
34966.0,9
34940.0,10
34956.0,10
6998.0,39
55928.0,7
55932.0,2
55938.0,9
40655.0,4
46960.0,6
5551.0,24
39945.0,2
40601.0,2
7681.0,56
55988.0,8
35370.0,4
56062.0,5
35724.0,6
2568.0,12
35756.0,8
55234.0,6
55240.0,3
41752.0,10
58152.0,8
32080.0,21
46210.0,7
11989.0,17
37617.0,2
11878.0,14
39912.0,11
3048.0,6
1812.0,10
11981.0,16
11817.0,16
36628.0,7
36640.0,6
6200.0,25
11650.0,21
11717.0,21
11653.0,16
3862.0,20
56352.0,3
46022.0,10
43068.0,4
4743.0,35
33082.0,9
9507.0,38
60986.0,5
8637.0,20
36778.0,7
36780.0,5
36796.0,4
36802.0,6
11659.0,19
49198.0,5
38398.0,6
55042.0,11
55026.0,7
55038.0,11
55022.0,14
55034.0,8
55050.0,8
55012.0,7
55030.0,8
55018.0,6
8916.0,25
39399.0,2
60932.0,3
36764.0,3
60948.0,7
60950.0,5
60960.0,4
21328.0,14
44620.0,3
40896.0,9
48270.0,4
11982.0,15
54338.0,4
6428.0,16
50046.0,8
59484.0,5
40984.0,8
60636.0,5
16024.0,13
29399.0,1
39738.0,8
55418.0,2
55426.0,6
55424.0,15
55408.0,4
55410.0,6
55428.0,7
55412.0,11
55414.0,7
55416.0,11
37102.0,13
54938.0,16
14163.0,1
11535.0,19
43026.0,5
24802.0,8
46580.0,7
5671.0,163
39956.0,4
52508.0,6
48396.0,8
11686.0,16
23072.0,4
49280.0,4
11560.0,16
11915.0,18
11639.0,17
1966.0,13
43988.0,3
11546.0,14
8072.0,27
11913.0,16
4662.0,38
8947.0,16
9501.0,30
37716.0,5
11722.0,14
46278.0,3
57272.0,7
55642.0,11
55656.0,5
35600.0,5
41332.0,4
59322.0,12
48834.0,4
39538.0,8
48840.0,13
48846.0,4
51708.0,7
51720.0,8
51724.0,7
51706.0,10
51718.0,6
51710.0,8
51714.0,7
51712.0,11
13202.0,5
39744.0,6
40748.0,5
52046.0,9
52084.0,10
52056.0,8
52106.0,3
52096.0,8
52122.0,5
48058.0,7
48040.0,12
41430.0,9
48042.0,6
48076.0,4
2362.0,23
47974.0,7
39008.0,6
52686.0,20
52696.0,3
11946.0,24
50192.0,5
50208.0,2
37652.0,12
52736.0,6
52744.0,4
60418.0,6
60432.0,5
60444.0,4
60460.0,3
52758.0,6
60408.0,4
38272.0,19
60464.0,5
60468.0,5
60484.0,5
60486.0,11
38280.0,10
38296.0,6
11857.0,16
38302.0,13
38310.0,6
38318.0,11
38330.0,9
38336.0,15
38340.0,10
38346.0,12
53162.0,6
53164.0,2
53184.0,6
53226.0,12
42626.0,5
53212.0,7
42622.0,6
42630.0,6
42654.0,8
6374.0,19
42640.0,5
42666.0,3
42684.0,6
37896.0,9
37910.0,10
37924.0,6
35853.0,3
37940.0,8
37918.0,7
47722.0,10
37942.0,7
38640.0,10
52014.0,2
52024.0,9
37958.0,6
45580.0,8
45594.0,10
11912.0,13
45656.0,7
52950.0,7
52962.0,4
45632.0,5
45644.0,8
52966.0,13
53022.0,5
11949.0,17
32886.0,5
53014.0,6
37410.0,4
32898.0,4
32924.0,5
10788.0,18
32914.0,5
32920.0,6
53548.0,5
32956.0,9
34840.0,6
56202.0,8
56258.0,6
56204.0,3
56230.0,2
56244.0,10
56290.0,4
59614.0,11
59618.0,6
59634.0,3
59676.0,4
59646.0,3
59662.0,5
59678.0,7
48572.0,10
48554.0,6
48560.0,11
48564.0,6
48586.0,12
48600.0,9
48602.0,2
48580.0,8
48584.0,5
36224.0,10
37164.0,5
37148.0,6
37174.0,8
37182.0,10
37196.0,8
47550.0,6
47578.0,7
47600.0,6
39609.0,2
47622.0,11
55288.0,3
47608.0,5
47634.0,5
55326.0,3
55342.0,4
55292.0,9
55356.0,9
55370.0,8
55380.0,8
55394.0,5
49444.0,3
49466.0,5
49474.0,4
49490.0,6
49492.0,5
5306.0,21
4143.0,16
49488.0,4
38350.0,12
34492.0,7
53030.0,9
53032.0,8
53010.0,6
13203.0,2
36500.0,7
53058.0,4
35832.0,3
53062.0,13
53068.0,6
57150.0,1
57128.0,11
45560.0,15
57174.0,4
57176.0,7
57180.0,5
45572.0,3
55134.0,5
57078.0,7
57074.0,8
47702.0,5
47690.0,12
47704.0,9
38072.0,7
47712.0,6
47706.0,5
47724.0,8
47738.0,7
32988.0,6
34678.0,16
44728.0,6
44716.0,6
44726.0,12
44710.0,5
44734.0,8
44712.0,8
44736.0,8
34732.0,5
34710.0,4
34726.0,3
34746.0,6
34760.0,7
34766.0,6
42712.0,3
12152.0,28
42696.0,6
57306.0,6
42728.0,6
42746.0,8
42760.0,5
42770.0,10
56810.0,4
56818.0,4
56834.0,6
56802.0,8
56866.0,4
56884.0,2
56892.0,8
56848.0,4
56868.0,10
56864.0,6
53348.0,4
53368.0,4
53372.0,9
53388.0,7
53422.0,2
53392.0,8
53408.0,7
23456.0,56
7222.0,40
8850.0,33
39830.0,7
13204.0,2
11609.0,21
11795.0,15
3380.0,80
11726.0,16
43494.0,7
11695.0,30
9343.0,28
34638.0,4
43012.0,3
43016.0,5
43020.0,13
99.0,18
43264.0,6
64824.0,2
58372.0,3
45284.0,5
2618.0,6
9505.0,37
52888.0,13
57298.0,9
42346.0,6
46612.0,5
11668.0,18
37662.0,2
39478.0,6
39492.0,11
39486.0,6
39748.0,3
39480.0,3
56366.0,4
48776.0,6
48792.0,3
13194.0,11
33542.0,5
34281.0,6
41432.0,7
41444.0,9
41456.0,8
41460.0,5
32017.0,6
19944.0,4
36000.0,16
11991.0,10
6809.0,21
44508.0,5
56020.0,12
56624.0,9
7.0,19
11865.0,19
11658.0,17
46628.0,4
58078.0,11
36462.0,11
58336.0,5
11801.0,16
41734.0,5
48512.0,6
57044.0,7
12416.0,12
20984.0,2
56284.0,7
56286.0,3
56288.0,6
56282.0,4
50521.0,2
37731.0,2
35696.0,3
36188.0,5
35694.0,3
55934.0,6
11562.0,17
37787.0,5
52648.0,10
36554.0,5
44246.0,3
44260.0,9
8061.0,40
36642.0,8
21152.0,2
50122.0,7
56138.0,3
56148.0,6
37496.0,9
37420.0,6
37922.0,4
38028.0,7
38078.0,13
38400.0,17
37688.0,5
38388.0,5
37666.0,5
37790.0,8
37752.0,11
38090.0,6
38038.0,7
37972.0,8
37998.0,5
37644.0,5
37720.0,17
38150.0,10
37846.0,9
38204.0,9
38252.0,13
38274.0,6
38476.0,7
38456.0,22
38474.0,9
7199.0,44
44424.0,7
18082.0,54
44092.0,9
44094.0,5
12378.0,12
44110.0,7
39935.0,2
40802.0,5
41324.0,7
41935.0,2
44284.0,7
4037.0,19
11842.0,18
48836.0,5
3158.0,4
40110.0,10
5874.0,23
37214.0,6
37226.0,6
55876.0,12
39324.0,15
35246.0,8
11944.0,15
11861.0,16
41810.0,13
6022.0,139
47868.0,4
47872.0,18
45852.0,12
34130.0,4
34136.0,4
37183.0,2
6113.0,21
35050.0,5
45980.0,8
48686.0,5
48100.0,16
48092.0,5
48098.0,3
50594.0,4
19776.0,9
48088.0,11
47000.0,28
53881.0,2
46004.0,8
21330.0,18
54490.0,24
20892.0,13
56124.0,5
51924.0,11
39611.0,2
40366.0,8
34308.0,9
49708.0,5
37558.0,10
37544.0,6
37570.0,7
33012.0,5
11734.0,19
56716.0,6
9104.0,35
33669.0,7
55250.0,3
55258.0,2
11586.0,18
45740.0,5
11988.0,17
46996.0,2
33460.0,6
60124.0,9
33388.0,9
40846.0,4
39624.0,9
39638.0,5
39640.0,5
39626.0,3
39632.0,10
39628.0,12
53643.0,1
43602.0,5
45419.0,7
43632.0,26
43975.0,1
43404.0,3
41624.0,14
56140.0,5
3144.0,19
57610.0,7
6502.0,30
11545.0,16
9052.0,42
33366.0,3
5804.0,64
33652.0,6
38698.0,14
23138.0,2
34742.0,6
57520.0,9
60047.0,5
49524.0,12
38524.0,14
34960.0,6
56944.0,6
48118.0,5
24030.0,2
23632.0,3
44834.0,5
47825.0,3
28987.0,6
45524.0,8
41524.0,15
60096.0,11
57960.0,9
57964.0,9
57974.0,5
57986.0,2
57990.0,9
45356.0,8
45368.0,14
45364.0,13
45372.0,4
45370.0,9
45366.0,5
29000.0,8
6754.0,18
54314.0,12
8585.0,190
45666.0,22
44108.0,7
44021.0,7
4843.0,45
51624.0,9
39667.0,2
6318.0,23
1370.0,6
60652.0,4
40100.0,7
48124.0,11
5097.0,19
36666.0,4
58494.0,4
51454.0,3
58510.0,5
37302.0,8
10933.0,29
53124.0,11
11592.0,17
11961.0,14
13195.0,3
55392.0,3
64424.0,4
9056.0,23
44794.0,8
44792.0,7
44786.0,5
44796.0,7
44800.0,4
44790.0,4
44798.0,3
6320.0,20
42424.0,17
42438.0,1
42452.0,5
10797.0,22
39024.0,12
12540.0,52
19394.0,2
60092.0,13
60112.0,5
55044.0,11
3006.0,22
55768.0,3
2058.0,20
55776.0,7
6431.0,20
48756.0,7
48748.0,9
48750.0,10
21866.0,2
21664.0,2
21676.0,2
64392.0,1
10222.0,51
11998.0,17
46232.0,9
5693.0,17
26776.0,1
56786.0,9
52772.0,7
49423.0,2
21755.0,2
39989.0,3
25566.0,14
11378.0,21
37424.0,20
37536.0,11
60478.0,6
13196.0,3
822.0,18
53400.0,13
53396.0,3
53402.0,6
53390.0,14
34864.0,6
2196.0,6
55874.0,5
56898.0,4
34934.0,4
34936.0,9
57352.0,4
34952.0,12
50600.0,13
1957.0,89
20164.0,6
9715.0,24
20237.0,2
60456.0,4
60422.0,4
60466.0,15
60474.0,7
58448.0,8
48122.0,4
13197.0,2
46130.0,12
45940.0,3
38052.0,7
47164.0,5
53792.0,5
10780.0,27
56854.0,4
40094.0,4
50356.0,9
44468.0,10
49600.0,10
43344.0,6
41806.0,6
50984.0,9
50986.0,3
50972.0,8
50980.0,3
50982.0,4
43924.0,10
13198.0,2
11631.0,22
57642.0,4
13193.0,2
55294.0,4
53434.0,9
8294.0,23
39045.0,2
9213.0,47
20600.0,17
61612.0,1
43314.0,6
1913.0,40
40858.0,7
24556.0,3
47736.0,7
47366.0,10
13189.0,7
24733.0,4
5640.0,30
34874.0,5
39346.0,6
21327.0,17
35490.0,10
41165.0,2
49824.0,14
51772.0,6
55048.0,3
55036.0,2
43936.0,4
55650.0,8
37774.0,7
55908.0,8
36664.0,7
10789.0,21
3791.0,24
37255.0,3
21315.0,14
3701.0,19
24852.0,2
41724.0,9
60074.0,12
91.0,24
9019.0,40
34284.0,6
9655.0,23
56932.0,9
36096.0,6
49454.0,3
49460.0,3
40716.0,6
40056.0,7
40060.0,9
40068.0,5
40066.0,4
40062.0,6
50942.0,4
34624.0,8
42954.0,4
42946.0,2
53312.0,9
44652.0,5
51684.0,14
50156.0,6
43444.0,3
8433.0,46
64624.0,4
11720.0,21
56824.0,9
35443.0,4
57443.0,7
46986.0,2
46994.0,5
47008.0,12
54498.0,48
22336.0,1
29640.0,8
54442.0,9
40764.0,6
56200.0,4
56462.0,4
48126.0,6
48114.0,7
15399.0,17
38990.0,7
38974.0,7
34124.0,14
33016.0,2
33032.0,12
1122.0,24
37574.0,4
22040.0,7
37165.0,3
45412.0,10
56384.0,4
56388.0,6
42968.0,4
53882.0,6
11746.0,18
33258.0,7
45918.0,6
39758.0,6
50013.0,21
60302.0,6
60300.0,8
60306.0,8
60298.0,6
60288.0,5
60294.0,3
60296.0,19
60292.0,7
60304.0,1
55058.0,4
9006.0,38
41739.0,2
11721.0,17
41346.0,5
42506.0,4
41352.0,9
3352.0,14
55078.0,5
11514.0,14
58406.0,5
49922.0,5
49908.0,4
51824.0,10
20114.0,1
56028.0,6
25000.0,20
33252.0,6
47060.0,6
40228.0,4
42224.0,12
5536.0,17
42944.0,3
48424.0,7
54120.0,3
16401.0,4
11835.0,16
52078.0,3
52082.0,6
8047.0,44
51810.0,9
41669.0,2
6161.0,55
51162.0,5
38442.0,3
59882.0,5
51166.0,7
16744.0,2
46506.0,6
9149.0,32
52768.0,9
43226.0,6
47312.0,4
39020.0,8
55072.0,4
59118.0,3
6350.0,16
17623.0,2
18068.0,9
13944.0,2
50924.0,10
55600.0,9
23389.0,33
56040.0,9
47886.0,5
47640.0,9
47904.0,4
47896.0,7
47898.0,3
47884.0,13
47906.0,3
47902.0,5
48176.0,4
2828.0,6
40834.0,8
7473.0,93
8875.0,20
17898.0,1
57774.0,2
43364.0,5
2154.0,14
13190.0,3
44443.0,10
52800.0,6
45876.0,10
52526.0,6
1645.0,9
39245.0,2
44280.0,3
41086.0,8
41098.0,4
41100.0,7
41096.0,6
41082.0,8
53694.0,8
56900.0,4
56886.0,8
56912.0,8
10771.0,18
46902.0,6
46914.0,9
9877.0,63
8003.0,194
37252.0,6
54368.0,6
11111.0,52
37806.0,8
52443.0,4
32888.0,7
13191.0,2
33562.0,5
45752.0,7
15674.0,2
13192.0,2
1245.0,25
58048.0,5
58060.0,7
58058.0,6
3137.0,14
35010.0,5
35018.0,4
35020.0,3
35016.0,4
35024.0,6
35022.0,4
10795.0,17
35012.0,3
13579.0,29
43318.0,5
49458.0,7
7441.0,26
49366.0,5
49388.0,13
49396.0,11
18028.0,9
33212.0,4
49825.0,1
44576.0,6
44608.0,4
46654.0,6
52266.0,7
51322.0,6
51314.0,4
35153.0,15
44380.0,5
13184.0,2
56524.0,6
42518.0,13
40458.0,12
40460.0,5
40464.0,7
58238.0,6
44172.0,3
40476.0,6
38205.0,3
51798.0,6
7799.0,30
58178.0,3
18800.0,10
29355.0,2
55548.0,7
52068.0,10
52070.0,5
38824.0,6
43542.0,2
54817.0,1
55167.0,1
55472.0,5
47228.0,6
55724.0,8
21311.0,15
5558.0,26
53924.0,6
43918.0,5
43195.0,1
40924.0,8
58906.0,4
42278.0,2
57578.0,4
55829.0,1
3401.0,15
13454.0,1
26015.0,9
40952.0,8
60020.0,12
7548.0,90
54990.0,6
56812.0,4
45224.0,8
56778.0,13
56808.0,3
56794.0,4
56790.0,8
56782.0,9
12529.0,7
41646.0,7
13185.0,2
9160.0,121
37404.0,8
54456.0,4
39724.0,13
9245.0,41
50532.0,1
6601.0,25
22072.0,2
39842.0,9
55186.0,3
42740.0,2
39334.0,6
56114.0,7
35421.0,2
58908.0,7
40082.0,5
12528.0,7
39746.0,7
22302.0,7
39392.0,6
2600.0,68
25524.0,5
65000.0,21
9053.0,37
50866.0,6
11232.0,15
52816.0,5
52810.0,5
52824.0,4
52826.0,6
52812.0,7
52820.0,2
52814.0,8
48568.0,2
36634.0,2
48000.0,9
47984.0,16
6066.0,50
4008.0,31
52957.0,1
41807.0,1
49052.0,6
58130.0,8
58122.0,8
59467.0,2
37892.0,6
52928.0,8
37738.0,6
38324.0,11
14100.0,18
32772.0,5
46736.0,7
46670.0,3
3844.0,18
21325.0,21
47414.0,6
37622.0,8
12532.0,2
39230.0,5
33400.0,14
46036.0,7
58092.0,4
46050.0,5
46038.0,6
6874.0,14
46046.0,11
49016.0,9
45220.0,3
3270.0,15
20500.0,27
9037.0,36
37222.0,8
12240.0,4
6337.0,18
8485.0,32
38446.0,8
46660.0,11
36140.0,3
54856.0,4
12296.0,14
60058.0,11
14344.0,15
9206.0,29
64016.0,1
36592.0,6
42408.0,6
42400.0,4
6432.0,26
42802.0,7
42808.0,6
42824.0,8
21266.0,16
20384.0,2
49310.0,9
51006.0,8
58434.0,7
58454.0,5
58378.0,12
58512.0,2
58458.0,5
58400.0,10
58522.0,7
58488.0,7
58474.0,2
58498.0,7
58574.0,8
35960.0,5
35328.0,5
40486.0,7
12443.0,50
3831.0,19
52044.0,8
34542.0,4
51124.0,7
39179.0,2
9492.0,25
6591.0,19
51122.0,11
40931.0,5
1956.0,96
35666.0,5
33738.0,6
33744.0,6
37365.0,2
53450.0,7
53448.0,3
53442.0,11
53440.0,4
34060.0,7
57674.0,6
36736.0,6
18752.0,2
36728.0,6
9446.0,40
61800.0,9
32848.0,6
17640.0,1
46750.0,9
46758.0,3
60356.0,5
56452.0,8
63524.0,5
5963.0,40
59306.0,3
33428.0,4
57904.0,7
39737.0,2
50392.0,3
44234.0,7
32946.0,5
33380.0,6
33182.0,8
31852.0,2
23390.0,16
60634.0,5
50006.0,32
50012.0,39
33333.0,37
1912.0,97
13186.0,2
40224.0,5
40210.0,3
15831.0,14
57190.0,4
25080.0,11
49504.0,8
49704.0,8
50104.0,22
53418.0,6
13187.0,2
33940.0,10
60396.0,5
38632.0,11
46314.0,7
44478.0,5
59850.0,4
1082.0,9
44124.0,11
13188.0,2
13183.0,2
53976.0,9
12854.0,2
53980.0,4
33982.0,3
65124.0,5
39570.0,9
34180.0,8
59764.0,5
36404.0,7
36414.0,8
36418.0,9
36416.0,3
36396.0,7
48130.0,5
3303.0,12
51486.0,2
51504.0,8
51512.0,2
41758.0,9
13933.0,4
7933.0,16
57766.0,6
730.0,2
13179.0,3
41278.0,4
2986.0,6
8602.0,45
37524.0,9
41394.0,5
51840.0,5
51830.0,10
59132.0,9
45424.0,10
33090.0,6
33074.0,8
33080.0,14
33076.0,9
57742.0,11
2735.0,1
5310.0,27
32965.0,1
20815.0,1
6663.0,19
12394.0,4
5342.0,55
21007.0,1
17624.0,4
16137.0,1
22095.0,3
5326.0,18
17618.0,1
27373.0,1
3657.0,15
19835.0,1
12402.0,1
51040.0,7
36830.0,6
36832.0,1
36834.0,7
53080.0,8
49880.0,5
34184.0,7
32906.0,12
40824.0,10
7444.0,53
57872.0,5
63389.0,17
41738.0,8
41748.0,6
3879.0,21
58382.0,5
56604.0,7
33598.0,2
33590.0,4
33596.0,3
33602.0,4
33604.0,2
33606.0,2
20053.0,20
47024.0,8
47042.0,9
57614.0,4
33194.0,2
33200.0,7
40392.0,10
37161.0,1
28039.0,110
36220.0,4
52592.0,13
12886.0,2
12884.0,2
33324.0,8
55968.0,9
38414.0,9
1752.0,2
49192.0,3
64024.0,4
43578.0,6
9489.0,37
33476.0,6
39096.0,12
19962.0,2
33490.0,6
37982.0,8
37992.0,4
19974.0,3
52604.0,8
6017.0,19
33981.0,1
48056.0,6
48072.0,6
39773.0,2
5778.0,22
6198.0,22
37454.0,3
47104.0,5
37450.0,6
37452.0,17
37446.0,7
37456.0,7
37458.0,2
37448.0,5
37440.0,5
52446.0,9
47144.0,5
28996.0,5
28756.0,1
55872.0,4
29236.0,5
5953.0,30
59842.0,6
4225.0,18
44310.0,14
24333.0,2
36906.0,5
33960.0,8
6762.0,19
16755.0,2
47054.0,4
46178.0,4
46188.0,9
46176.0,5
46182.0,6
46172.0,6
46190.0,7
46184.0,3
42970.0,7
43210.0,5
55150.0,3
21274.0,25
51054.0,6
52124.0,5
49928.0,3
61044.0,2
38126.0,9
5230.0,22
6543.0,56
40114.0,5
12216.0,4
57344.0,3
65224.0,5
47644.0,2
53224.0,14
38548.0,6
51914.0,3
51918.0,7
51910.0,12
26536.0,1
10302.0,30
55860.0,6
27908.0,4
25029.0,3
51442.0,3
3781.0,23
3157.0,12
41152.0,10
55844.0,7
13955.0,2
3562.0,36
50136.0,7
58902.0,8
58924.0,5
36548.0,4
36546.0,8
31880.0,7
36556.0,3
16047.0,5
63390.0,5
27482.0,2
51443.0,12
22052.0,7
58292.0,8
54928.0,6
21288.0,12
42404.0,4
9086.0,34
40972.0,5
43390.0,8
33166.0,5
33176.0,4
45432.0,2
5686.0,17
49646.0,8
49652.0,6
51296.0,5
39430.0,7
39414.0,8
39428.0,8
39432.0,9
39416.0,7
39418.0,6
39424.0,6
39422.0,4
60122.0,10
60138.0,10
36144.0,6
33224.0,8
6802.0,19
13180.0,2
53046.0,5
41924.0,14
58788.0,5
47828.0,3
47844.0,11
45474.0,6
56478.0,7
35446.0,6
35462.0,8
60580.0,7
1952.0,91
51655.0,2
39184.0,7
13181.0,2
46720.0,5
42109.0,4
54598.0,5
54602.0,6
54590.0,5
54604.0,6
54594.0,5
54586.0,5
54596.0,8
54592.0,5
5339.0,26
21318.0,8
47080.0,22
12153.0,18
8981.0,27
64224.0,9
48476.0,7
48484.0,2
13182.0,2
49682.0,17
52358.0,9
13174.0,4
34404.0,6
34388.0,5
40580.0,10
56080.0,9
56722.0,3
6269.0,20
53542.0,10
10793.0,19
43558.0,12
51376.0,8
52500.0,4
8165.0,89
46952.0,7
52510.0,1
52514.0,5
63324.0,7
49044.0,7
41625.0,2
10794.0,18
50806.0,10
50790.0,5
50792.0,9
50798.0,4
50804.0,11
50808.0,11
50794.0,2
4737.0,31
50110.0,10
3434.0,37
40532.0,14
50490.0,4
12088.0,13
13175.0,2
40414.0,6
40426.0,6
40954.0,11
50556.0,4
3772.0,18
37818.0,6
35812.0,2
35820.0,6
33478.0,14
35683.0,1
8807.0,19
39578.0,9
39582.0,9
39592.0,9
39590.0,6
39584.0,7
39588.0,9
39594.0,8
55000.0,22
56744.0,7
49300.0,7
