ip,hits
172.243.225.80,4.0
172.243.50.77,4.0
172.248.116.16,18.0
172.248.120.142,3.0
172.248.14.51,4.0
172.248.164.232,12.0
172.248.200.215,27.0
172.248.215.107,8.0
172.248.3.22,12.0
172.248.42.126,4.0
172.248.42.245,4.0
172.248.44.134,4.0
172.248.54.243,4.0
172.248.62.143,13.0
172.248.84.234,4.0
172.248.86.32,3.0
172.249.106.206,3.0
172.249.16.253,6.0
172.249.173.184,6.0
172.249.192.191,21.0
172.249.197.10,8.0
172.249.207.209,13.0
172.249.23.59,7.0
172.249.241.69,12.0
172.249.241.95,11.0
172.249.243.228,3.0
172.249.243.78,4.0
172.249.246.169,7.0
172.249.249.166,33.0
172.249.34.21,6.0
172.249.35.48,18.0
172.249.39.125,4.0
172.249.57.148,19.0
172.249.7.72,10.0
172.250.113.161,46.0
172.250.117.167,7.0
172.250.130.217,8.0
172.250.136.237,37.0
172.250.137.22,7.0
172.250.143.53,8.0
172.250.158.21,4.0
172.250.178.16,7.0
172.250.182.87,4.0
172.250.199.100,3.0
172.250.24.80,30.0
172.250.90.172,7.0
172.251.1.172,7.0
172.251.111.253,3.0
172.251.141.93,28.0
172.251.162.186,14.0
172.251.170.97,7.0
172.251.175.245,4.0
172.251.184.249,12.0
172.251.199.157,35.0
172.251.20.7,25.0
172.251.202.130,12.0
172.251.202.6,8.0
172.251.214.29,8.0
172.251.224.179,41.0
172.251.40.206,44.0
172.251.73.135,19.0
172.254.100.150,8.0
172.3.117.8,8.0
172.3.118.83,36.0
172.3.163.131,12.0
172.3.166.87,4.0
172.3.179.63,8.0
172.3.180.238,4.0
172.3.204.135,6.0
172.3.204.32,3.0
172.3.205.254,8.0
172.3.29.32,4.0
172.3.57.255,6.0
172.3.58.104,12.0
172.3.61.184,44.0
172.4.180.43,4.0
172.4.182.118,12.0
172.4.184.12,28.0
172.4.184.49,14.0
172.4.190.176,15.0
172.4.205.74,26.0
172.4.217.119,4.0
172.4.239.243,31.0
172.5.109.95,10.0
172.5.120.236,3.0
172.5.226.95,3.0
172.5.237.160,9.0
172.5.68.156,8.0
172.5.99.246,101.0
172.56.10.103,12.0
172.56.10.110,37.0
172.56.10.34,41.0
172.56.10.56,11.0
172.56.10.8,76.0
172.56.100.119,24.0
172.56.100.147,16.0
172.56.100.235,44.0
172.56.100.250,22.0
172.56.100.46,20.0
172.56.101.122,8.0
172.56.101.126,6.0
172.56.101.153,18.0
172.56.101.217,30.0
172.56.101.220,6.0
172.56.103.100,8.0
172.56.103.160,17.0
172.56.103.220,8.0
172.56.103.226,8.0
172.56.103.233,4.0
172.56.104.212,45.0
172.56.104.94,15.0
172.56.105.139,15.0
172.56.105.230,17.0
172.56.106.174,5.0
172.56.106.176,8.0
172.56.107.152,82.0
172.56.107.236,8.0
172.56.108.136,30.0
172.56.108.2,41.0
172.56.108.236,8.0
172.56.109.37,18.0
172.56.11.164,8.0
172.56.11.18,9.0
172.56.11.217,8.0
172.56.11.223,9.0
172.56.112.116,21.0
172.56.112.19,10.0
172.56.112.205,12.0
172.56.112.242,16.0
172.56.112.245,8.0
172.56.112.35,18.0
172.56.113.120,8.0
172.56.113.129,19.0
172.56.113.189,8.0
172.56.113.250,8.0
172.56.113.35,16.0
172.56.113.42,18.0
172.56.113.46,32.0
172.56.113.58,13.0
172.56.114.147,16.0
172.56.114.166,20.0
172.56.114.249,8.0
172.56.115.180,8.0
172.56.115.39,40.0
172.56.115.9,11.0
172.56.116.92,8.0
172.56.117.202,12.0
172.56.118.10,10.0
172.56.118.113,7.0
172.56.118.141,11.0
172.56.118.184,8.0
172.56.118.188,14.0
172.56.118.64,8.0
172.56.119.187,89.0
172.56.119.252,30.0
172.56.119.3,80.0
172.56.12.1,58.0
172.56.12.167,10.0
172.56.12.210,16.0
172.56.12.221,8.0
172.56.12.226,8.0
172.56.12.236,20.0
172.56.12.237,30.0
172.56.12.254,28.0
172.56.12.40,8.0
172.56.12.76,10.0
172.56.120.101,30.0
172.56.120.222,30.0
172.56.120.246,82.0
172.56.120.26,8.0
172.56.121.104,32.0
172.56.121.117,20.0
172.56.121.72,8.0
172.56.122.11,68.0
172.56.122.168,20.0
172.56.122.237,62.0
172.56.122.239,10.0
172.56.122.26,10.0
172.56.123.138,10.0
172.56.123.158,16.0
172.56.123.217,16.0
172.56.123.22,48.0
172.56.13.102,24.0
172.56.13.106,8.0
172.56.13.211,55.0
172.56.13.234,10.0
172.56.13.5,8.0
172.56.13.87,115.0
172.56.14.117,10.0
172.56.14.228,8.0
172.56.15.126,18.0
172.56.15.154,12.0
172.56.15.180,24.0
172.56.15.228,16.0
172.56.15.31,16.0
172.56.15.72,20.0
172.56.152.125,8.0
172.56.152.36,10.0
172.56.152.78,80.0
172.56.152.97,18.0
172.56.16.104,20.0
172.56.16.110,52.0
172.56.16.112,11.0
172.56.16.116,8.0
172.56.16.173,8.0
172.56.16.174,24.0
172.56.16.214,52.0
172.56.16.229,8.0
172.56.16.243,30.0
172.56.16.247,45.0
172.56.16.252,10.0
172.56.16.34,24.0
172.56.16.51,17.0
172.56.16.56,8.0
172.56.16.62,16.0
172.56.16.8,8.0
172.56.16.99,30.0
172.56.160.105,26.0
172.56.160.107,10.0
172.56.160.108,10.0
172.56.160.147,14.0
172.56.160.153,8.0
172.56.160.160,8.0
172.56.160.176,10.0
172.56.160.182,79.0
172.56.160.185,9.0
172.56.160.187,8.0
172.56.160.188,70.0
172.56.160.208,16.0
172.56.160.211,20.0
172.56.160.248,60.0
172.56.160.49,10.0
172.56.160.54,10.0
172.56.160.56,6.0
172.56.160.76,20.0
172.56.160.88,10.0
172.56.160.98,10.0
172.56.161.124,40.0
172.56.161.133,12.0
172.56.161.152,10.0
172.56.161.162,6.0
172.56.161.196,18.0
172.56.161.218,64.0
172.56.161.220,62.0
172.56.161.236,8.0
172.56.161.255,136.0
172.56.161.28,10.0
172.56.161.42,28.0
172.56.161.61,24.0
172.56.161.69,8.0
172.56.161.70,20.0
172.56.161.71,8.0
172.56.161.88,18.0
172.56.161.96,8.0
172.56.162.108,8.0
172.56.162.110,16.0
172.56.162.12,10.0
172.56.162.124,16.0
172.56.162.157,8.0
172.56.162.183,56.0
172.56.162.24,91.0
172.56.162.240,8.0
172.56.162.4,16.0
172.56.162.52,68.0
172.56.162.56,34.0
172.56.162.65,8.0
172.56.162.94,8.0
172.56.162.97,15.0
172.56.163.110,24.0
172.56.163.119,6.0
172.56.163.125,10.0
172.56.163.162,8.0
172.56.163.199,19.0
172.56.163.206,99.0
172.56.163.225,22.0
172.56.163.228,8.0
172.56.163.24,8.0
172.56.163.44,11.0
172.56.163.61,25.0
172.56.163.85,17.0
172.56.164.106,20.0
172.56.164.111,9.0
172.56.164.112,8.0
172.56.164.116,16.0
172.56.164.162,73.0
172.56.164.169,16.0
172.56.164.173,18.0
172.56.164.188,82.0
172.56.164.225,12.0
172.56.164.227,4.0
172.56.164.230,8.0
172.56.164.232,8.0
172.56.164.235,144.0
172.56.164.248,10.0
172.56.164.48,46.0
172.56.164.78,20.0
172.56.165.105,67.0
172.56.165.118,10.0
172.56.165.120,20.0
172.56.165.122,16.0
172.56.165.134,104.0
172.56.165.175,8.0
172.56.165.195,10.0
172.56.165.202,121.0
172.56.165.207,16.0
172.56.165.208,20.0
172.56.165.224,24.0
172.56.165.229,8.0
172.56.165.235,11.0
172.56.165.253,32.0
172.56.165.26,12.0
172.56.165.28,39.0
172.56.165.54,108.0
172.56.165.6,8.0
172.56.165.68,8.0
172.56.165.97,38.0
172.56.166.104,41.0
172.56.166.116,16.0
172.56.166.120,47.0
172.56.166.16,6.0
172.56.166.172,17.0
172.56.166.197,85.0
172.56.166.231,22.0
172.56.166.254,8.0
172.56.166.51,8.0
172.56.166.57,10.0
172.56.166.80,8.0
172.56.167.1,10.0
172.56.167.117,16.0
172.56.167.126,8.0
172.56.167.175,8.0
172.56.167.179,14.0
172.56.167.196,18.0
172.56.167.204,55.0
172.56.167.208,9.0
172.56.167.234,6.0
172.56.167.26,8.0
172.56.167.34,8.0
172.56.167.42,48.0
172.56.167.87,10.0
172.56.168.144,37.0
172.56.169.129,16.0
172.56.169.139,8.0
172.56.169.243,8.0
172.56.169.52,9.0
172.56.169.93,10.0
172.56.169.96,16.0
172.56.17.123,10.0
172.56.17.132,12.0
172.56.17.135,19.0
172.56.17.136,10.0
172.56.17.148,10.0
172.56.17.172,15.0
172.56.17.188,10.0
172.56.17.242,16.0
172.56.17.34,10.0
172.56.17.36,28.0
172.56.17.46,8.0
172.56.17.78,19.0
172.56.17.80,16.0
172.56.170.138,7.0
172.56.170.186,16.0
172.56.170.88,25.0
172.56.171.13,16.0
172.56.171.2,53.0
172.56.171.247,19.0
172.56.171.6,6.0
172.56.176.1,18.0
172.56.176.130,107.0
172.56.176.16,126.0
172.56.176.176,48.0
172.56.176.57,69.0
172.56.177.144,8.0
172.56.177.156,20.0
172.56.177.212,8.0
172.56.177.24,10.0
172.56.177.246,19.0
172.56.177.49,76.0
172.56.177.68,11.0
172.56.179.14,21.0
172.56.179.2,9.0
172.56.179.206,8.0
172.56.179.3,32.0
172.56.180.198,58.0
172.56.180.6,8.0
172.56.181.108,20.0
172.56.181.159,8.0
172.56.181.164,10.0
172.56.181.176,8.0
172.56.181.218,8.0
172.56.181.27,8.0
172.56.181.5,30.0
172.56.181.82,8.0
172.56.182.186,18.0
172.56.182.58,8.0
172.56.183.124,32.0
172.56.183.160,8.0
172.56.183.167,8.0
172.56.183.17,15.0
172.56.183.227,12.0
172.56.183.24,91.0
172.56.183.245,10.0
172.56.186.118,10.0
172.56.186.140,10.0
172.56.186.214,8.0
172.56.186.24,10.0
172.56.186.57,51.0
172.56.187.120,9.0
172.56.187.162,16.0
172.56.187.37,8.0
172.56.188.24,8.0
172.56.189.228,8.0
172.56.192.178,10.0
172.56.192.240,24.0
172.56.192.242,46.0
172.56.193.187,32.0
172.56.193.191,6.0
172.56.193.204,10.0
172.56.194.195,24.0
172.56.194.252,15.0
172.56.194.97,10.0
172.56.195.174,20.0
172.56.195.196,8.0
172.56.196.112,16.0
172.56.196.228,19.0
172.56.196.70,20.0
172.56.197.146,10.0
172.56.197.164,10.0
172.56.197.244,1.0
172.56.198.126,33.0
172.56.198.155,17.0
172.56.199.152,11.0
172.56.199.216,8.0
172.56.2.119,4.0
172.56.2.12,22.0
172.56.2.126,8.0
172.56.2.138,10.0
172.56.2.162,57.0
172.56.2.171,1.0
172.56.2.178,30.0
172.56.2.186,8.0
172.56.2.205,20.0
172.56.2.240,3.0
172.56.2.245,10.0
172.56.2.247,16.0
172.56.2.253,84.0
172.56.2.42,39.0
172.56.2.43,4.0
172.56.2.74,32.0
172.56.2.94,38.0
172.56.20.62,16.0
172.56.20.68,17.0
172.56.200.66,29.0
172.56.201.223,17.0
172.56.202.122,12.0
172.56.202.138,9.0
172.56.202.154,6.0
172.56.203.10,8.0
172.56.203.171,9.0
172.56.203.99,8.0
172.56.208.125,16.0
172.56.208.129,10.0
172.56.208.156,20.0
172.56.208.238,78.0
172.56.208.242,68.0
172.56.208.35,16.0
172.56.208.72,20.0
172.56.209.163,64.0
172.56.209.166,10.0
172.56.209.243,49.0
172.56.209.57,6.0
172.56.209.92,10.0
172.56.21.253,30.0
172.56.210.151,16.0
172.56.210.158,31.0
172.56.210.168,21.0
172.56.210.202,8.0
172.56.210.255,6.0
172.56.211.11,27.0
172.56.211.123,8.0
172.56.211.172,8.0
172.56.211.188,8.0
172.56.211.2,15.0
172.56.211.31,8.0
172.56.212.128,36.0
172.56.212.180,30.0
172.56.212.194,16.0
172.56.212.240,152.0
172.56.212.49,144.0
172.56.212.6,8.0
172.56.213.1,18.0
172.56.213.198,8.0
172.56.213.226,26.0
172.56.213.251,4.0
172.56.213.66,6.0
172.56.216.106,40.0
172.56.216.143,27.0
172.56.216.150,10.0
172.56.216.164,30.0
172.56.216.170,10.0
172.56.216.20,10.0
172.56.216.210,60.0
172.56.216.46,63.0
172.56.216.67,6.0
172.56.216.7,16.0
172.56.216.72,8.0
172.56.217.146,62.0
172.56.217.200,19.0
172.56.217.214,8.0
172.56.217.222,11.0
172.56.217.8,16.0
172.56.218.126,38.0
172.56.218.127,18.0
172.56.218.150,8.0
172.56.218.160,28.0
172.56.218.186,4.0
172.56.218.208,6.0
172.56.218.246,44.0
172.56.218.252,16.0
172.56.218.254,10.0
172.56.218.29,24.0
172.56.218.62,10.0
172.56.218.77,10.0
172.56.218.9,20.0
172.56.218.96,24.0
172.56.219.106,10.0
172.56.219.147,184.0
172.56.219.150,8.0
172.56.219.152,16.0
172.56.219.155,16.0
172.56.219.200,26.0
172.56.219.204,10.0
172.56.219.207,10.0
172.56.219.210,9.0
172.56.219.220,8.0
172.56.219.244,29.0
172.56.219.54,8.0
172.56.219.58,8.0
172.56.219.62,16.0
172.56.219.74,22.0
172.56.219.76,24.0
172.56.22.198,16.0
172.56.220.154,8.0
172.56.220.164,88.0
172.56.220.165,24.0
172.56.220.18,57.0
172.56.220.185,18.0
172.56.220.225,8.0
172.56.220.248,73.0
172.56.220.42,47.0
172.56.220.76,8.0
172.56.220.80,11.0
172.56.220.82,31.0
172.56.220.90,88.0
172.56.220.92,206.0
172.56.221.110,80.0
172.56.221.126,58.0
172.56.221.146,10.0
172.56.221.162,12.0
172.56.221.169,31.0
172.56.221.182,9.0
172.56.221.214,16.0
172.56.221.216,47.0
172.56.221.218,24.0
172.56.221.222,32.0
172.56.221.223,16.0
172.56.221.227,42.0
172.56.221.232,65.0
172.56.221.34,16.0
172.56.221.36,16.0
172.56.221.45,50.0
172.56.221.65,8.0
172.56.221.83,30.0
172.56.221.86,8.0
172.56.221.87,26.0
172.56.221.88,14.0
172.56.222.108,8.0
172.56.222.109,10.0
172.56.222.124,21.0
172.56.222.166,11.0
172.56.222.172,30.0
172.56.222.175,36.0
172.56.222.22,26.0
172.56.222.220,8.0
172.56.222.226,8.0
172.56.222.250,106.0
172.56.222.28,22.0
172.56.222.36,8.0
172.56.222.48,105.0
172.56.222.82,19.0
172.56.222.87,36.0
172.56.223.109,8.0
172.56.223.116,45.0
172.56.223.150,119.0
172.56.223.156,18.0
172.56.223.164,9.0
172.56.223.167,8.0
172.56.223.170,10.0
172.56.223.180,8.0
172.56.223.200,10.0
172.56.223.207,12.0
172.56.223.212,57.0
172.56.223.216,27.0
172.56.223.222,10.0
172.56.223.224,40.0
172.56.223.228,10.0
172.56.223.231,17.0
172.56.223.41,8.0
172.56.223.61,62.0
172.56.223.88,113.0
172.56.223.90,10.0
172.56.226.102,8.0
172.56.226.115,16.0
172.56.226.189,16.0
172.56.226.193,8.0
172.56.226.206,6.0
172.56.226.230,49.0
172.56.226.236,16.0
172.56.226.241,8.0
172.56.226.36,47.0
172.56.226.52,16.0
172.56.226.62,35.0
172.56.226.68,8.0
172.56.226.70,18.0
172.56.226.88,96.0
172.56.226.93,36.0
172.56.227.158,29.0
172.56.227.194,8.0
172.56.227.203,8.0
172.56.227.237,32.0
172.56.227.238,8.0
172.56.227.241,8.0
172.56.227.242,19.0
172.56.227.65,8.0
172.56.228.114,41.0
172.56.228.117,47.0
172.56.228.118,16.0
172.56.228.177,16.0
172.56.228.188,38.0
172.56.228.198,126.0
172.56.228.226,20.0
172.56.228.236,16.0
172.56.228.237,8.0
172.56.228.44,16.0
172.56.228.6,18.0
172.56.228.61,29.0
172.56.228.69,8.0
172.56.228.78,28.0
172.56.229.114,10.0
172.56.229.116,17.0
172.56.229.127,16.0
172.56.229.129,8.0
172.56.229.138,10.0
172.56.229.142,8.0
172.56.229.162,30.0
172.56.229.166,88.0
172.56.229.190,8.0
172.56.229.238,10.0
172.56.229.248,9.0
172.56.229.26,20.0
172.56.229.57,16.0
172.56.229.72,9.0
172.56.229.73,6.0
172.56.232.1,8.0
172.56.232.141,8.0
172.56.232.190,9.0
172.56.232.2,35.0
172.56.232.248,143.0
172.56.232.60,8.0
172.56.233.121,9.0
172.56.233.135,8.0
172.56.233.184,16.0
172.56.233.196,8.0
172.56.234.15,34.0
172.56.235.140,10.0
172.56.235.201,8.0
172.56.24.143,8.0
172.56.24.154,6.0
172.56.24.76,24.0
172.56.24.78,8.0
172.56.24.82,14.0
172.56.240.103,8.0
172.56.240.217,8.0
172.56.240.232,12.0
172.56.240.252,14.0
172.56.240.38,48.0
172.56.241.119,16.0
172.56.241.134,16.0
172.56.241.156,10.0
172.56.241.166,30.0
172.56.241.167,24.0
172.56.241.195,8.0
172.56.241.2,12.0
172.56.248.1,17.0
172.56.248.138,78.0
172.56.248.147,16.0
172.56.248.148,4.0
172.56.248.168,42.0
172.56.248.243,71.0
172.56.248.48,9.0
172.56.248.57,10.0
172.56.248.58,46.0
172.56.248.74,19.0
172.56.249.212,10.0
172.56.249.228,48.0
172.56.249.27,30.0
172.56.249.60,16.0
172.56.249.68,12.0
172.56.25.0,8.0
172.56.25.141,57.0
172.56.25.164,98.0
172.56.25.212,47.0
172.56.25.3,8.0
172.56.25.36,16.0
172.56.25.64,23.0
172.56.25.78,20.0
172.56.25.98,8.0
172.56.252.114,18.0
172.56.252.134,8.0
172.56.252.16,54.0
172.56.252.163,47.0
172.56.252.188,10.0
172.56.252.20,59.0
172.56.252.214,10.0
172.56.252.222,50.0
172.56.252.229,10.0
172.56.252.26,16.0
172.56.252.41,17.0
172.56.252.66,9.0
172.56.253.0,39.0
172.56.253.18,23.0
172.56.253.197,12.0
172.56.253.200,16.0
172.56.253.36,3.0
172.56.253.38,51.0
172.56.253.68,10.0
172.56.253.8,8.0
172.56.27.144,67.0
172.56.28.119,8.0
172.56.28.152,26.0
172.56.28.154,16.0
172.56.28.179,20.0
172.56.28.208,8.0
172.56.28.216,8.0
172.56.28.225,12.0
172.56.28.226,56.0
172.56.28.237,21.0
172.56.28.247,20.0
172.56.28.27,20.0
172.56.28.34,8.0
172.56.28.86,8.0
172.56.28.88,10.0
172.56.28.96,41.0
172.56.29.138,20.0
172.56.29.163,127.0
172.56.29.174,10.0
172.56.29.178,10.0
172.56.29.213,28.0
172.56.29.224,8.0
172.56.29.239,8.0
172.56.29.246,70.0
172.56.29.40,114.0
172.56.29.44,8.0
172.56.29.62,40.0
172.56.29.9,30.0
172.56.3.11,8.0
172.56.3.112,96.0
172.56.3.122,16.0
172.56.3.124,35.0
172.56.3.125,17.0
172.56.3.126,28.0
172.56.3.127,14.0
172.56.3.169,40.0
172.56.3.178,10.0
172.56.3.237,30.0
172.56.3.246,12.0
172.56.3.62,10.0
172.56.3.64,16.0
172.56.32.131,77.0
172.56.32.163,15.0
172.56.32.28,16.0
172.56.32.49,8.0
172.56.32.63,20.0
172.56.32.64,10.0
172.56.33.108,25.0
172.56.33.109,12.0
172.56.33.110,8.0
172.56.33.126,48.0
172.56.33.154,19.0
172.56.33.162,30.0
172.56.33.172,6.0
172.56.33.175,68.0
172.56.33.222,143.0
172.56.33.237,10.0
172.56.33.242,9.0
172.56.33.29,16.0
172.56.33.98,20.0
172.56.34.115,8.0
172.56.34.158,43.0
172.56.34.163,16.0
172.56.34.180,30.0
172.56.34.188,10.0
172.56.34.248,210.0
172.56.34.27,20.0
172.56.34.52,16.0
172.56.34.65,24.0
172.56.34.95,40.0
172.56.35.109,24.0
172.56.35.112,8.0
172.56.35.114,10.0
172.56.35.117,8.0
172.56.35.140,8.0
172.56.35.170,8.0
172.56.35.196,90.0
172.56.35.198,89.0
172.56.35.199,9.0
172.56.35.2,62.0
172.56.35.205,55.0
172.56.35.216,8.0
172.56.35.230,8.0
172.56.35.234,8.0
172.56.35.247,14.0
172.56.35.250,99.0
172.56.35.252,20.0
172.56.35.45,6.0
172.56.35.67,40.0
172.56.35.68,8.0
172.56.35.74,70.0
172.56.4.116,48.0
172.56.4.128,16.0
172.56.4.84,6.0
172.56.40.138,10.0
172.56.40.139,8.0
172.56.40.142,7.0
172.56.40.188,16.0
172.56.40.74,53.0
172.56.41.0,12.0
172.56.41.126,10.0
172.56.41.129,30.0
172.56.41.138,12.0
172.56.41.186,8.0
172.56.41.192,8.0
172.56.41.223,40.0
172.56.41.246,8.0
172.56.41.91,8.0
172.56.42.6,8.0
172.56.46.211,40.0
172.56.46.86,8.0
172.56.5.18,20.0
172.56.5.234,56.0
172.56.5.88,8.0
172.56.5.96,8.0
172.56.50.172,59.0
172.56.50.80,8.0
172.56.54.153,16.0
172.56.54.154,39.0
172.56.55.14,49.0
172.56.55.156,8.0
172.56.55.201,8.0
172.56.55.69,26.0
172.56.6.10,40.0
172.56.6.159,81.0
172.56.6.180,16.0
172.56.6.196,8.0
172.56.6.252,8.0
172.56.6.255,8.0
172.56.60.126,8.0
172.56.60.176,31.0
172.56.60.22,8.0
172.56.60.69,30.0
172.56.60.90,31.0
172.56.60.92,16.0
172.56.60.93,10.0
172.56.61.109,8.0
172.56.61.128,16.0
172.56.61.181,8.0
172.56.61.206,18.0
172.56.61.208,18.0
172.56.61.42,15.0
172.56.61.92,9.0
172.56.64.103,40.0
172.56.64.188,12.0
172.56.64.195,29.0
172.56.64.197,86.0
172.56.64.200,25.0
172.56.64.212,24.0
172.56.64.254,4.0
172.56.64.29,8.0
172.56.64.32,4.0
172.56.64.91,38.0
172.56.65.110,10.0
172.56.65.118,27.0
172.56.65.132,140.0
172.56.65.145,8.0
172.56.65.146,8.0
172.56.65.174,66.0
172.56.65.179,16.0
172.56.65.184,39.0
172.56.65.195,10.0
172.56.65.204,87.0
172.56.65.205,8.0
172.56.65.228,142.0
172.56.65.241,72.0
172.56.65.253,8.0
172.56.65.46,74.0
172.56.65.58,8.0
172.56.65.66,7.0
172.56.65.68,9.0
172.56.65.88,8.0
172.56.65.9,18.0
172.56.65.92,96.0
172.56.66.154,52.0
172.56.66.164,22.0
172.56.66.196,51.0
172.56.66.210,8.0
172.56.66.221,87.0
172.56.66.5,16.0
172.56.66.90,106.0
172.56.66.93,42.0
172.56.67.110,10.0
172.56.67.116,24.0
172.56.67.136,9.0
172.56.67.149,24.0
172.56.67.175,20.0
172.56.67.180,43.0
172.56.67.196,26.0
172.56.67.203,8.0
172.56.67.22,8.0
172.56.67.82,8.0
172.56.67.83,6.0
172.56.67.88,10.0
172.56.68.116,19.0
172.56.68.122,8.0
172.56.68.125,55.0
172.56.68.154,8.0
172.56.68.159,8.0
172.56.68.166,71.0
172.56.68.208,9.0
172.56.68.216,8.0
172.56.68.232,8.0
172.56.68.255,12.0
172.56.68.70,20.0
172.56.68.76,37.0
172.56.68.85,20.0
172.56.68.93,13.0
172.56.69.100,6.0
172.56.69.147,30.0
172.56.69.164,8.0
172.56.69.204,14.0
172.56.69.206,30.0
172.56.69.23,4.0
172.56.69.246,8.0
172.56.69.46,12.0
172.56.69.69,12.0
172.56.69.74,22.0
172.56.69.97,10.0
172.56.7.116,26.0
172.56.7.138,16.0
172.56.7.212,180.0
172.56.7.220,17.0
172.56.7.76,8.0
172.56.7.84,16.0
172.56.70.124,24.0
172.56.70.132,30.0
172.56.70.164,4.0
172.56.70.18,8.0
172.56.70.199,10.0
172.56.70.209,8.0
172.56.70.214,8.0
172.56.70.216,14.0
172.56.70.221,12.0
172.56.70.223,8.0
172.56.70.242,26.0
172.56.70.59,20.0
172.56.71.104,8.0
172.56.71.106,8.0
172.56.71.109,32.0
172.56.71.110,70.0
172.56.71.159,51.0
172.56.71.166,8.0
172.56.71.172,287.0
172.56.71.173,10.0
172.56.71.182,15.0
172.56.71.191,46.0
172.56.71.192,20.0
172.56.71.197,10.0
172.56.71.207,20.0
172.56.71.222,19.0
172.56.71.3,8.0
172.56.71.34,99.0
172.56.71.36,10.0
172.56.71.4,16.0
172.56.71.6,20.0
172.56.72.110,6.0
172.56.72.112,6.0
172.56.72.168,162.0
172.56.72.228,9.0
172.56.73.142,70.0
172.56.73.158,112.0
172.56.73.230,40.0
172.56.73.72,32.0
172.56.73.91,16.0
172.56.74.109,8.0
172.56.74.119,8.0
172.56.74.138,26.0
172.56.74.169,6.0
172.56.74.18,14.0
172.56.74.35,6.0
172.56.74.56,18.0
172.56.75.179,16.0
172.56.75.230,24.0
172.56.75.24,38.0
172.56.75.35,10.0
172.56.75.98,20.0
172.56.76.100,22.0
172.56.76.157,20.0
172.56.76.158,12.0
172.56.76.48,18.0
172.56.76.69,12.0
172.56.77.10,41.0
172.56.77.107,8.0
172.56.77.161,21.0
172.56.77.208,39.0
172.56.77.214,96.0
172.56.77.236,8.0
172.56.77.28,9.0
172.56.77.42,16.0
172.56.77.89,6.0
172.56.77.93,16.0
172.56.78.119,6.0
172.56.78.132,49.0
172.56.78.160,8.0
172.56.78.162,48.0
172.56.78.34,26.0
172.56.78.48,10.0
172.56.78.72,31.0
172.56.79.114,8.0
172.56.79.162,13.0
172.56.79.179,8.0
172.56.79.185,30.0
172.56.79.245,14.0
172.56.79.67,60.0
172.56.80.119,8.0
172.56.81.189,16.0
172.56.81.209,16.0
172.56.81.28,18.0
172.56.82.105,10.0
172.56.83.130,17.0
172.56.83.137,8.0
172.56.83.140,8.0
172.56.84.0,8.0
172.56.84.145,16.0
172.56.84.165,30.0
172.56.85.138,18.0
172.56.85.78,12.0
172.56.86.154,16.0
172.56.86.169,9.0
172.56.86.20,20.0
172.56.86.70,6.0
172.56.87.149,16.0
172.56.87.247,27.0
172.56.88.138,30.0
172.56.88.35,30.0
172.56.89.17,32.0
172.56.89.63,44.0
172.56.89.66,26.0
172.56.90.212,31.0
172.56.90.84,26.0
172.56.91.103,8.0
172.56.91.171,16.0
172.56.91.184,78.0
172.56.91.2,19.0
172.56.91.218,31.0
172.56.91.47,8.0
172.56.91.99,6.0
172.56.92.104,6.0
172.56.92.106,17.0
172.56.92.224,110.0
172.56.92.58,16.0
172.56.92.68,8.0
172.56.92.86,16.0
172.56.93.115,8.0
172.56.93.208,8.0
172.56.93.49,8.0
172.56.93.55,10.0
172.56.93.85,17.0
172.56.94.165,19.0
172.56.94.170,28.0
172.56.94.174,33.0
172.56.94.183,8.0
172.56.94.226,10.0
172.56.94.95,8.0
172.56.95.180,8.0
172.56.95.228,40.0
172.56.95.232,10.0
172.56.95.48,17.0
172.56.95.99,16.0
172.56.96.1,24.0
172.56.96.120,8.0
172.56.96.142,103.0
172.56.96.174,21.0
172.56.96.184,14.0
172.56.96.192,18.0
172.56.96.200,82.0
172.56.96.240,8.0
172.56.96.60,20.0
172.56.96.94,18.0
172.56.97.40,8.0
172.56.98.198,27.0
172.56.98.232,10.0
172.56.98.33,10.0
172.56.99.144,305.0
172.56.99.192,16.0
172.56.99.197,30.0
172.56.99.204,16.0
172.56.99.72,28.0
172.56.99.73,10.0
172.58.0.108,77.0
172.58.0.109,54.0
172.58.0.123,10.0
172.58.0.210,8.0
172.58.0.219,10.0
172.58.0.244,19.0
172.58.0.254,20.0
172.58.0.26,8.0
172.58.0.34,6.0
172.58.0.35,24.0
172.58.0.84,11.0
172.58.0.90,28.0
172.58.1.120,8.0
172.58.1.130,3.0
172.58.1.147,24.0
172.58.1.151,94.0
172.58.1.157,93.0
172.58.1.165,31.0
172.58.1.166,10.0
172.58.1.168,18.0
172.58.1.181,8.0
172.58.1.187,16.0
172.58.1.238,8.0
172.58.1.242,10.0
172.58.1.34,10.0
172.58.1.36,17.0
172.58.1.62,114.0
172.58.1.73,75.0
172.58.1.80,19.0
172.58.1.82,16.0
172.58.1.92,67.0
172.58.10.112,17.0
172.58.10.137,40.0
172.58.10.142,28.0
172.58.10.156,10.0
172.58.10.164,8.0
172.58.10.2,8.0
172.58.10.74,50.0
172.58.11.105,6.0
172.58.11.113,6.0
172.58.11.119,27.0
172.58.11.125,9.0
172.58.11.201,33.0
172.58.11.210,8.0
172.58.11.212,44.0
172.58.11.241,34.0
172.58.11.50,49.0
172.58.11.86,24.0
172.58.113.169,8.0
